company_name,work_hours,job_titles,skills
Wiggins-Allen,06:20 - 23:09,"['Musician', 'Risk analyst', 'Solicitor, Scotland', 'Pharmacist, hospital', 'Animal nutritionist', 'Administrator, sports', 'Psychologist, counselling', 'Engineer, technical sales', 'Investment analyst', 'Community education officer']","[['cup', 'church', 'heart', 'sell', 'final'], ['represent'], ['say', 'seat'], ['door', 'argue', 'wind'], ['leave', 'down', 'quality', 'option'], ['more', 'through', 'institution', 'heavy'], ['movement', 'seven', 'think'], ['prove', 'instead', 'front', 'successful', 'able'], ['natural', 'herself', 'when', 'own', 'action'], ['blood', 'series']]"
"Valentine, Mullins and Vega",05:13 - 23:17,"['Television production assistant', 'Financial manager', 'Data scientist', 'Industrial/product designer']","[['himself', 'agent', 'line'], ['this', 'believe', 'take', 'note', 'pick'], ['whose', 'world'], ['animal', 'wall']]"
Smith-Barker,22:10 - 15:03,"['Sales executive', 'Medical physicist', 'Early years teacher', 'Applications developer', 'Food technologist', 'Operational researcher', 'Biomedical engineer', 'Clinical molecular geneticist']","[['serious', 'control', 'yourself', 'southern', 'writer'], ['rather', 'go', 'draw', 'tax'], ['team', 'discussion', 'time'], ['book', 'attorney', 'current'], ['sister', 'pick', 'sea', 'spend'], ['time', 'sort', 'kind'], ['surface', 'agreement'], ['red', 'Congress', 'today', 'lead', 'house']]"
"Morales, Lambert and Dunn",18:00 - 05:53,"['Engineer, technical sales', 'Air cabin crew', 'Curator', 'Ergonomist', 'Copywriter, advertising', 'Engineering geologist', 'Electronics engineer']","[['another', 'admit', 'read'], ['then', 'cost'], ['indicate', 'attack', 'tax'], ['manage'], ['common'], ['there', 'likely'], ['power']]"
Wilson LLC,00:06 - 01:23,"['Housing manager/officer', 'Translator', 'Surgeon', 'Quantity surveyor', 'Insurance broker', 'Designer, multimedia', 'Writer', 'Social worker', 'Tax adviser']","[['others', 'true', 'ask', 'foot', 'father'], ['cultural'], ['occur', 'particularly'], ['social', 'control', 'bar', 'pass'], ['reflect', 'decade'], ['book', 'medical', 'part', 'give', 'adult'], ['machine'], ['project'], ['Congress', 'home', 'collection', 'network', 'her']]"
Baker-Jackson,07:43 - 22:08,['Arts administrator'],"[['prove', 'kid', 'drive', 'court', 'nature']]"
Olson Group,05:08 - 23:40,"['Exhibitions officer, museum/gallery', 'Engineer, production', 'Therapist, occupational', 'Engineer, broadcasting (operations)', 'Optometrist', 'Drilling engineer', 'Broadcast journalist']","[['exactly'], ['partner', 'use'], ['politics', 'popular', 'start', 'food', 'near'], ['wide', 'until', 'bill', 'fire', 'word'], ['boy'], ['push', 'summer', 'image', 'both', 'teach'], ['author', 'author', 'staff', 'recently', 'opportunity']]"
"Roberts, Ho and Hernandez",08:30 - 06:09,"['Audiological scientist', 'Surveyor, quantity', 'Data scientist', 'Scientist, research (physical sciences)', 'Transport planner']","[['culture', 'attention'], ['something', 'inside'], ['half', 'wrong', 'it', 'go'], ['health', 'police'], ['big', 'scene', 'beautiful']]"
Dominguez PLC,23:26 - 18:32,"['Conservator, furniture', 'Meteorologist', 'Merchant navy officer', 'Geophysical data processor', 'Environmental consultant', 'Manufacturing engineer', 'Early years teacher']","[['approach', 'early', 'themselves', 'under'], ['quickly', 'yet', 'turn', 'century', 'share'], ['might', 'former', 'under', 'under'], ['the', 'I', 'scene', 'amount'], ['ball'], ['late', 'itself', 'bit', 'past', 'program'], ['shoulder', 'movie', 'debate']]"
"Frey, Banks and Carr",01:05 - 21:37,"['Equality and diversity officer', 'Paediatric nurse', 'Ophthalmologist', 'Geophysicist/field seismologist', 'Engineer, maintenance (IT)', 'Printmaker', 'Theme park manager', 'Animal nutritionist', 'Curator']","[['budget'], ['scene'], ['everything'], ['son', 'everyone', 'talk', 'TV'], ['staff', 'standard', 'simple', 'social'], ['hold', 'sell', 'go', 'of'], ['some', 'begin', 'car', 'eat'], ['home', 'discussion', 'visit', 'book'], ['fill']]"
"Casey, Webb and Richardson",02:54 - 01:50,['Fast food restaurant manager'],"[['enough', 'these']]"
Meza and Sons,14:43 - 21:08,"['Television production assistant', 'Animal technologist', 'Audiological scientist', 'Chartered accountant', 'Veterinary surgeon', 'Designer, graphic', 'Petroleum engineer']","[['speak', 'like', 'leg'], ['anything', 'home', 'leg'], ['similar', 'present', 'continue', 'reflect', 'manage'], ['simply', 'generation', 'firm', 'worker'], ['clear'], ['cause', 'table'], ['laugh']]"
"Taylor, Phillips and Santos",02:49 - 03:50,"['Market researcher', 'Consulting civil engineer', 'Special effects artist', 'Science writer', 'Games developer', 'Operational researcher']","[['ago', 'small'], ['five', 'feel'], ['small', 'home', 'other', 'break'], ['yourself', 'hot'], ['my', 'strategy', 'lot', 'yourself', 'involve'], ['agree', 'happy']]"
"Obrien, White and Taylor",05:22 - 04:07,"['Health and safety inspector', 'Education officer, museum', 'Landscape architect', 'Photographer', 'Adult guidance worker']","[['beautiful', 'measure'], ['lawyer', 'parent'], ['water', 'arrive', 'month', 'moment', 'these'], ['six', 'foreign', 'sort'], ['business', 'prevent', 'college', 'raise', 'billion']]"
Hernandez-Rivera,11:21 - 11:27,"['Retail manager', 'Investment analyst', 'Research officer, government', 'Homeopath', 'Designer, blown glass/stained glass']","[['Congress', 'run', 'trial', 'my', 'for'], ['pull', 'employee', 'site', 'similar', 'laugh'], ['impact', 'art', 'as', 'center', 'test'], ['give', 'stand', 'second', 'everyone'], ['sport', 'offer', 'future']]"
Brown Group,07:03 - 12:32,"['Magazine journalist', 'Software engineer']","[['draw'], ['have']]"
Smith LLC,07:41 - 05:16,"['Clinical cytogeneticist', 'Research scientist (maths)', 'Merchandiser, retail', 'Photographer', 'Diagnostic radiographer', 'Chief Operating Officer', 'Chemist, analytical', 'Prison officer', 'Educational psychologist', 'Pharmacist, hospital']","[['teach', 'old', 'according', 'middle'], ['energy', 'bed'], ['material', 'partner', 'ground', 'action'], ['new'], ['painting', 'success'], ['lawyer', 'baby'], ['tend', 'learn', 'seem'], ['book', 'style', 'above', 'scientist'], ['even', 'my'], ['season', 'every', 'arm', 'ready']]"
"Gonzalez, Goodwin and Dawson",14:00 - 08:42,"['Scientist, physiological', 'Armed forces logistics/support/administrative officer', 'Psychotherapist, child', 'Consulting civil engineer', 'Health physicist', 'Arboriculturist', 'Chief Financial Officer']","[['bar', 'opportunity', 'kid'], ['theory', 'person', 'central'], ['three'], ['knowledge', 'growth', 'cause'], ['home', 'quickly', 'deal'], ['should', 'truth', 'physical', 'foreign'], ['report']]"
"Pace, Daniels and Robinson",12:22 - 10:55,['Early years teacher'],"[['enter', 'benefit', 'what', 'model', 'expert']]"
Collins and Sons,14:37 - 08:32,"['Air cabin crew', 'Comptroller']","[['policy', 'amount', 'for', 'get', 'night'], ['daughter', 'house', 'technology']]"
Andrews PLC,04:33 - 20:13,"['Systems developer', 'Pathologist', 'Editor, film/video', 'Camera operator', 'Operational researcher', 'Surveyor, building control']","[['art', 'quickly', 'minute'], ['past', 'scientist', 'before', 'seem'], ['really', 'expect', 'rule'], ['mouth'], ['wrong', 'bank', 'today', 'visit'], ['wish', 'name', 'sell']]"
Hernandez-Gregory,08:58 - 06:14,"['Programme researcher, broadcasting/film/video', 'Chartered accountant', 'Web designer']","[['number', 'box'], ['listen', 'air', 'inside'], ['anyone', 'probably', 'issue', 'hold']]"
"Moreno, Espinoza and Padilla",14:00 - 16:06,"['Magazine features editor', 'Chemist, analytical', 'Surveyor, rural practice', 'Applications developer', 'Psychiatrist', 'Development worker, community', 'Location manager']","[['contain', 'test', 'face'], ['air'], ['address', 'magazine', 'rule', 'child', 'cell'], ['break', 'than'], ['surface', 'population'], ['sometimes'], ['side', 'very', 'American', 'why', 'future']]"
"Sanford, Mcdaniel and Huang",13:00 - 11:21,"['Holiday representative', 'Industrial/product designer']","[['open', 'early', 'pay', 'main', 'fly'], ['kitchen', 'north', 'away', 'leader', 'theory']]"
"Rivera, Anderson and Carter",18:17 - 18:24,"['Barista', 'Contracting civil engineer', 'Armed forces operational officer', 'Catering manager', 'Geographical information systems officer', 'Fast food restaurant manager', 'Technical brewer', 'Learning disability nurse', 'Engineer, maintenance', 'Scientific laboratory technician']","[['yes', 'require', 'walk', 'usually'], ['second', 'and', 'hand', 'film'], ['simply', 'commercial', 'staff', 'PM', 'along'], ['quite', 'event', 'institution', 'need', 'live'], ['section', 'natural'], ['phone', 'thank', 'care'], ['office', 'community', 'Mr'], ['head', 'budget', 'catch'], ['produce', 'here', 'future'], ['eight', 'dark', 'throughout', 'upon', 'case']]"
Haney LLC,20:22 - 11:06,"['Structural engineer', 'Biochemist, clinical', 'Furniture conservator/restorer']","[['some', 'own', 'consumer', 'world', 'improve'], ['true', 'reality', 'daughter', 'enter', 'ground'], ['power']]"
"Flores, Austin and Torres",19:47 - 03:23,"['Therapist, sports']","[['other', 'buy', 'difference', 'fire', 'organization']]"
Thomas Inc,03:19 - 15:35,"['Phytotherapist', 'Charity officer', 'Phytotherapist', 'Publishing copy', 'Surveyor, commercial/residential', 'Adult nurse', 'Intelligence analyst', 'Surveyor, hydrographic', 'Community development worker', 'Secondary school teacher']","[['plant'], ['give', 'put', 'trade'], ['she', 'force', 'I', 'senior'], ['break'], ['seek', 'into', 'wife'], ['industry'], ['himself'], ['hour'], ['nearly', 'deep', 'notice', 'never', 'amount'], ['help', 'significant', 'law', 'anyone']]"
Miller Ltd,11:24 - 13:52,"['Scientist, water quality', 'Civil Service administrator', 'Trade mark attorney', 'Engineer, civil (consulting)']","[['foot', 'sport', 'opportunity', 'serious', 'whatever'], ['activity', 'else', 'artist', 'give', 'while'], ['thing', 'wind', 'pay', 'the'], ['ago', 'difference', 'affect', 'size']]"
"Mcguire, Poole and Ibarra",11:27 - 10:00,['Systems developer'],"[['interview', 'tax', 'design', 'often']]"
"Marks, Munoz and Long",07:04 - 15:34,"['Warehouse manager', 'Designer, television/film set']","[['year', 'just'], ['operation']]"
Martin-Hudson,11:02 - 13:13,"['Biomedical scientist', 'Horticultural consultant', 'Bookseller', 'Horticulturist, commercial', 'Nature conservation officer', 'Charity fundraiser']","[['these'], ['contain', 'watch', 'professor', 'five'], ['face', 'develop'], ['watch', 'before', 'add', 'more', 'music'], ['indicate', 'people', 'according'], ['sell', 'stay']]"
Cobb-Benson,17:03 - 08:24,"['Research scientist (physical sciences)', 'English as a foreign language teacher', 'Teacher, music', 'Contractor']","[['process', 'one', 'decision', 'quite', 'reason'], ['rise', 'exist', 'either', 'really', 'rich'], ['ask', 'attention'], ['reflect', 'while', 'indicate', 'land', 'pick']]"
"Martinez, Cook and Johnson",00:06 - 07:32,"['Applications developer', 'Teacher, special educational needs', 'Geoscientist']","[['population', 'them'], ['process', 'music', 'debate'], ['short', 'into', 'pick', 'put', 'stuff']]"
Meza and Sons,02:19 - 12:12,"['Manufacturing systems engineer', 'Architect']","[['almost'], ['me', 'author', 'industry', 'score']]"
Ross Inc,02:53 - 17:19,"['Tourism officer', 'Psychotherapist, child', 'Seismic interpreter']","[['other'], ['ball'], ['beautiful', 'behind', 'skin', 'section']]"
"Hunter, Martinez and Brewer",01:24 - 21:35,"['Editorial assistant', 'Dentist', 'Editor, magazine features', 'Medical illustrator', 'Television/film/video producer']","[['difficult', 'within', 'option', 'true'], ['tough', 'wide', 'best', 'else', 'process'], ['network'], ['situation', 'institution'], ['house', 'yeah', 'speech', 'research']]"
"Mckenzie, King and Sanchez",13:36 - 04:13,"['Designer, furniture', 'Facilities manager', 'Film/video editor', 'Television/film/video producer', 'Cartographer', 'Ergonomist']","[['natural', 'law'], ['perform', 'call'], ['page', 'travel', 'success', 'alone'], ['table', 'later', 'whether', 'matter'], ['else', 'every'], ['focus', 'turn']]"
Steele-Carson,23:11 - 11:34,"['Scientist, research (medical)', 'Phytotherapist']","[['improve', 'ok', 'car', 'network'], ['citizen', 'energy']]"
Dorsey-Brooks,10:44 - 16:02,"['Proofreader', 'Medical laboratory scientific officer', 'Senior tax professional/tax inspector']","[['clearly', 'maintain'], ['which', 'body', 'could'], ['anything', 'happen']]"
Spence Inc,09:43 - 17:00,"['Field seismologist', 'Naval architect']","[['employee', 'maybe', 'ahead', 'beat', 'start'], ['trouble', 'car', 'series', 'medical']]"
Brown-Davis,03:20 - 08:11,"['Solicitor', 'Sales promotion account executive', 'Nature conservation officer']","[['address', 'question', 'none', 'interesting', 'marriage'], ['executive'], ['behavior']]"
Walker LLC,00:16 - 20:50,"['Human resources officer', 'Therapist, occupational']","[['oil', 'audience', 'concern', 'deep'], ['everybody', 'sing']]"
"King, Ramos and Miller",14:46 - 03:38,"['Armed forces training and education officer', 'Quantity surveyor', 'Operational investment banker', 'Advertising copywriter', 'Accountant, chartered management', 'Pharmacist, community']","[['economy', 'eye'], ['always', 'reason', 'now'], ['arm', 'hold', 'paper'], ['assume', 'seem', 'loss', 'hard', 'produce'], ['source', 'Democrat', 'data'], ['garden', 'left', 'music', 'drive']]"
Porter-Tucker,10:41 - 07:45,"['Copywriter, advertising', 'Fisheries officer', 'Surveyor, building', 'Landscape architect', 'Nutritional therapist']","[['action', 'fill'], ['if', 'man', 'smile', 'east', 'may'], ['ask', 'do', 'anyone', 'year'], ['cell', 'argue'], ['pattern']]"
Buckley-Sanchez,05:34 - 18:20,"['Production designer, theatre/television/film']","[['success', 'wrong']]"
Wang-Bryant,18:51 - 15:24,"['Neurosurgeon', 'Tour manager', 'Fish farm manager', 'Community arts worker', 'Surveyor, commercial/residential', 'Media buyer', 'Civil Service fast streamer']","[['yeah', 'drop', 'race', 'necessary', 'each'], ['doctor'], ['then', 'raise', 'dinner'], ['song', 'fight', 'daughter'], ['recognize', 'something', 'worry', 'can'], ['step'], ['agency']]"
Frederick and Sons,08:18 - 20:39,"['Advice worker', 'Engineer, electrical', 'Child psychotherapist', 'Teacher, special educational needs', 'Biochemist, clinical', 'Tax inspector', 'Orthoptist', 'Biomedical engineer', 'Conference centre manager']","[['growth', 'purpose', 'organization', 'attention'], ['skin', 'toward'], ['conference', 'factor'], ['lose', 'century', 'indicate', 'old', 'social'], ['something', 'result'], ['everyone', 'government', 'writer', 'modern'], ['go', 'skill'], ['his', 'industry'], ['ready', 'pick']]"
"Ruiz, Murphy and Kelly",13:54 - 21:07,"['Theatre manager', ""Politician's assistant"", 'Programmer, applications', 'Hydrographic surveyor', 'Magazine features editor', 'Photographer', 'Equities trader', 'Leisure centre manager']","[['ten', 'level', 'suggest', 'area', 'expert'], ['foreign', 'from', 'arrive', 'occur'], ['trade', 'cut', 'he', 'camera'], ['tell', 'I', 'style', 'cause', 'bad'], ['main', 'doctor', 'I'], ['for', 'understand', 'over', 'ten', 'keep'], ['society', 'report', 'surface', 'plan', 'expert'], ['task']]"
Bernard-Castillo,08:50 - 00:29,"['Psychologist, educational', 'Psychologist, sport and exercise', 'Corporate treasurer', 'Hospital doctor', 'Research officer, trade union', 'Sports coach']","[['cause', 'manager', 'stay', 'care'], ['sing', 'treatment'], ['size', 'form', 'enjoy', 'again'], ['cold', 'discuss', 'west', 'window'], ['accept', 'special', 'thank', 'rather', 'write'], ['because', 'rule', 'may']]"
Rojas and Sons,23:02 - 13:06,"['Patent attorney', 'Mining engineer', 'Petroleum engineer', 'Location manager', ""Nurse, children's"", 'Air traffic controller', 'Systems developer', 'Diplomatic Services operational officer', 'Building services engineer']","[['respond', 'edge', 'goal', 'far'], ['industry', 'politics', 'mean', 'best'], ['police', 'table'], ['authority', 'together', 'quality', 'myself', 'trip'], ['something', 'involve', 'part', 'on'], ['ago', 'trip', 'back', 'public'], ['specific', 'at', 'game', 'plan'], ['go', 'kind', 'responsibility', 'this', 'able'], ['they', 'bar', 'newspaper']]"
Porter Inc,03:56 - 19:37,"['Administrator, education', 'Exhibitions officer, museum/gallery', 'Education officer, community', 'Accountant, chartered public finance', 'Tour manager', 'Engineer, maintenance (IT)', 'Software engineer', 'Health physicist', 'Chief Financial Officer']","[['catch', 'born', 'hundred'], ['later'], ['either', 'various', 'around', 'need', 'sit'], ['example', 'across'], ['situation'], ['role', 'marriage', 'structure', 'along'], ['recent'], ['million', 'really', 'study', 'help'], ['hope', 'what', 'explain']]"
Hartman Inc,00:32 - 21:31,"['Rural practice surveyor', 'Surveyor, mining', 'Clothing/textile technologist', 'Designer, fashion/clothing']","[['voice', 'old', 'act', 'under', 'allow'], ['and', 'leg'], ['whether'], ['now']]"
"Carter, Randolph and Walls",10:03 - 02:19,"['Surveyor, hydrographic', 'Equities trader', 'Environmental consultant', 'Designer, multimedia', 'Chief Marketing Officer', 'TEFL teacher', 'Warden/ranger']","[['contain', 'them'], ['age', 'item', 'PM'], ['ever', 'time'], ['wrong', 'money', 'law', 'attack'], ['source', 'thus', 'ground'], ['through'], ['Mr', 'appear', 'race', 'every']]"
Bennett-Campbell,22:26 - 16:54,"['Theme park manager', 'Insurance account manager', 'Warehouse manager', 'Glass blower/designer', 'Surveyor, quantity', 'Lighting technician, broadcasting/film/video', 'Applications developer']","[['today', 'mind', 'experience'], ['let', 'someone', 'benefit', 'whatever', 'least'], ['either', 'memory', 'task', 'back', 'sure'], ['painting', 'agency', 'dog', 'full'], ['real'], ['way', 'especially', 'provide', 'staff', 'easy'], ['spring', 'blood', 'likely', 'sign']]"
Tran and Sons,22:45 - 03:45,"['Scientist, research (life sciences)', 'Buyer, retail', 'Surveyor, planning and development', 'Quarry manager', 'Administrator, education', 'Television/film/video producer', 'Engineer, mining', 'Art therapist', 'Electronics engineer', 'Print production planner']","[['quickly'], ['letter', 'guess'], ['pass', 'like'], ['candidate', 'enough', 'movie', 'southern', 'wife'], ['occur', 'heavy', 'save', 'discover', 'evidence'], ['audience', 'former', 'myself', 'campaign', 'expect'], ['poor', 'upon'], ['support', 'sound', 'benefit'], ['now', 'owner'], ['political', 'decision', 'I']]"
